2017-04-11 10:00:59,3
2017-04-11 10:01:00,248
2017-04-11 10:01:01,1
2017-04-11 10:33:42,0
2017-04-11 10:33:46,3
2017-04-11 10:40:53,0
2017-04-11 10:50:48,2
2017-04-11 11:40:53,0
2017-04-11 11:50:48,3
2017-04-11 12:40:53,0
2017-04-11 12:50:48,3
2017-04-11 13:40:53,0
2017-04-11 13:40:54,0
2017-04-11 13:50:48,3
2017-04-11 14:40:53,0
2017-04-11 14:50:48,3
2017-04-11 15:40:53,0
2017-04-11 15:50:48,3
2017-04-11 16:40:53,0
2017-04-11 16:50:48,3
2017-04-11 17:40:53,0
2017-04-11 17:50:48,3
2017-04-11 18:13:28,1430
2017-04-11 18:14:26,2
2017-04-11 18:14:30,1405
2017-04-11 18:15:29,2
2017-04-11 18:15:47,1372
2017-04-11 18:16:45,3
2017-04-11 18:40:54,0
2017-04-11 18:50:49,3
2017-04-11 19:40:53,0
2017-04-11 19:50:48,3
2017-04-11 20:40:53,0
2017-04-11 20:50:48,3
2017-04-11 21:40:53,0
2017-04-11 21:50:48,3
2017-04-11 22:40:53,0
2017-04-11 22:50:48,3
2017-04-11 23:40:53,0
2017-04-11 23:50:48,3
2017-04-14 18:50:49,2
2017-04-14 19:40:54,0
2017-04-14 19:50:49,3
2017-04-14 20:40:54,0
2017-04-14 20:50:49,3
2017-04-14 21:40:54,0
2017-04-14 21:50:49,3
2017-04-14 22:40:54,0
2017-04-14 22:50:49,3
2017-04-14 23:40:54,0
2017-04-14 23:50:49,3
2017-04-15 00:40:54,0
2017-04-15 00:50:49,2
2017-04-15 01:40:54,0
2017-04-15 01:50:49,3
2017-04-15 02:40:54,0
2017-04-15 02:50:49,3
2017-04-15 03:50:49,3
2017-04-15 04:40:54,0
2017-04-15 04:50:49,2
2017-04-15 05:40:54,0
2017-04-15 05:50:49,3
2017-04-15 06:40:54,0
2017-04-15 06:50:49,3
2017-04-15 07:40:54,0
2017-04-15 07:50:49,3
2017-04-15 08:40:54,0
2017-04-15 08:50:49,2
2017-04-15 09:40:54,0
2017-04-15 09:50:49,2
2017-04-15 10:40:54,0
2017-04-15 10:50:49,3
2017-04-15 11:40:54,0
2017-04-15 11:50:49,3
2017-04-15 12:40:54,0
2017-04-15 12:50:49,3
2017-04-15 13:40:54,0
2017-04-15 13:50:49,3
2017-04-15 14:40:54,0
2017-04-15 14:50:49,2
2017-04-15 15:40:54,0
2017-04-15 15:50:49,3
2017-04-15 16:40:54,0
2017-04-15 16:40:55,0
2017-04-15 16:50:49,3
2017-04-15 17:40:54,0
2017-04-15 17:50:49,2
2017-04-15 18:40:54,0
2017-04-15 18:50:49,2
2017-04-15 19:40:55,0
2017-04-15 19:50:49,3
2017-04-15 20:40:54,0
2017-04-15 20:50:49,3
2017-04-15 21:40:54,0
2017-04-15 21:50:49,2
2017-04-15 22:40:54,0
2017-04-15 22:50:49,3
2017-04-15 23:40:54,0
2017-04-15 23:50:49,3
2017-04-16 00:40:54,0
2017-04-16 00:50:49,3
2017-04-16 01:40:54,0
2017-04-16 01:50:49,2
2017-04-16 02:40:54,0
2017-04-16 02:50:49,2
2017-04-16 03:40:54,0
2017-04-16 03:50:49,3
2017-04-16 04:40:54,0
2017-04-16 04:50:49,2
2017-04-16 05:40:54,0
2017-04-16 05:50:49,2
2017-04-16 06:40:54,0
2017-04-16 06:50:49,3
2017-04-16 07:40:54,0
2017-04-16 07:50:49,3
2017-04-16 08:40:54,0
2017-04-16 08:50:49,2
2017-04-16 09:40:54,0
2017-04-16 09:50:49,3
2017-04-16 10:40:54,0
2017-04-16 10:50:49,3
2017-04-16 11:40:54,0
2017-04-16 11:50:49,3
2017-04-16 12:40:54,0
2017-04-16 12:50:49,2
2017-04-16 13:40:54,0
2017-04-16 13:50:49,3
2017-04-16 14:40:54,0
2017-04-16 14:50:49,3
2017-04-16 15:40:55,0
2017-04-16 15:50:49,3
2017-04-16 16:40:54,0
2017-04-16 16:50:49,3
2017-04-16 17:37:48,1463
2017-04-16 17:38:45,3
2017-04-16 17:39:00,1434
2017-04-16 17:39:57,3
2017-04-16 17:40:54,0
2017-04-16 17:50:49,3
2017-04-16 18:40:54,0
2017-04-16 18:50:49,3
2017-04-16 19:08:10,1450
2017-04-16 19:09:08,3
2017-04-16 19:09:16,1427
2017-04-16 19:10:16,2
2017-04-16 19:10:23,1379
2017-04-16 19:10:49,3
2017-04-16 19:40:54,1
2017-04-16 19:50:56,2
2017-04-16 20:40:55,1
2017-04-16 20:50:49,3
2017-04-16 21:40:55,1
2017-04-16 21:50:49,3
2017-04-16 22:40:54,1
2017-04-16 22:40:55,1
2017-04-16 22:50:49,3
2017-04-16 23:40:54,1
2017-04-16 23:50:49,3
2017-04-17 00:40:54,1
2017-04-17 00:50:49,3
2017-04-17 01:40:54,1
2017-04-17 01:50:49,3
2017-04-17 02:40:54,1
2017-04-17 02:50:49,3
2017-04-17 03:40:54,1
2017-04-17 03:50:49,3
2017-04-17 04:40:54,1
2017-04-17 04:50:49,3
2017-04-17 05:40:54,1
2017-04-17 05:50:49,3
2017-04-17 06:40:54,1
2017-04-17 06:50:49,3
2017-04-17 07:40:54,1
2017-04-17 07:50:49,3
2017-04-17 08:40:54,1
2017-04-17 08:50:49,3
2017-04-17 09:40:54,1
2017-04-17 09:50:49,3
2017-04-17 10:40:54,1
2017-04-17 10:40:55,1
2017-04-17 10:50:49,3
2017-04-17 11:40:54,1
2017-04-17 11:40:55,1
2017-04-17 11:50:49,3
2017-04-17 12:40:54,1
2017-04-17 12:50:49,3
2017-04-17 13:40:54,1
2017-04-17 13:50:49,3
2017-04-17 14:40:54,1
2017-04-17 14:40:55,1
2017-04-17 14:50:49,2
2017-04-17 15:40:55,1
2017-04-17 15:50:49,3
2017-04-17 16:40:54,1
2017-04-17 16:40:55,1
2017-04-17 16:50:49,3
2017-04-17 17:40:54,1
2017-04-17 17:50:49,2
2017-04-17 18:40:54,1
2017-04-17 18:40:55,1
2017-04-17 18:50:49,3
2017-04-17 19:40:54,1
2017-04-17 19:40:55,1
2017-04-17 19:50:49,2
2017-04-17 20:40:54,1
2017-04-17 20:50:49,2
